gene,healthy_slope_sign,slope_trend_rho,p,q,is_ruler_gene
RASEF,-1.0,-0.4561598600441144,0.0012706754432401195,0.23699366032913524,False
AP000842.3,1.0,-0.4560433495413444,0.0012747940689085868,0.23699366032913524,False
MARF1,-1.0,-0.45577322928266994,0.0012843885917282177,0.23731246145447074,False
AL138826.1,-1.0,-0.4553221600609849,0.0013005538991408265,0.23849667859286583,False
AC092755.2,1.0,-0.45515374511297596,0.0013066358524362607,0.23849667859286583,False
SEMA5A,-1.0,-0.4545488985380962,0.001328688176549367,0.24106085429600776,False
SH3BP5,1.0,-0.45422670623689254,0.0013405699766285198,0.241596344873698,False
NUP107,1.0,-0.4539045139356889,0.001352546360500083,0.241596344873698,False
LINC00299,-1.0,-0.4537111985549667,0.0013597778612025094,0.241596344873698,False
AL132801.1,1.0,-0.4536060038285697,0.0013637274173565978,0.241596344873698,False
CFAP46,-1.0,-0.45338900625376305,0.0013719069322043554,0.2416240998666583,False
ALPK2,-1.0,-0.45274462165135576,0.0013964545758652646,0.2445175724496173,False
SVIL,1.0,-0.4523579908899114,0.001411370220655241,0.24472250638034074,False
RABGAP1L,-1.0,-0.45152029090678203,0.0014441751127679792,0.24472250638034074,False
AP001596.1,1.0,-0.45133481604533965,0.0014515295635586472,0.24472250638034074,False
C9,-1.0,-0.4511980986055783,0.001456972010182577,0.24472250638034074,False
OMA1,-1.0,-0.45029596016220813,0.0014933419613809768,0.24472250638034074,False
FLNC,1.0,-0.45025202464718583,0.0014951336844301456,0.24472250638034074,False
AL080312.2,1.0,-0.45025202464718583,0.0014951336844301456,0.24472250638034074,False
LINC00319,1.0,-0.45025202464718583,0.0014951336844301456,0.24472250638034074,False
AC023906.5,-1.0,-0.44978045248028226,0.001514485545207933,0.24563181689342672,False
ULK1,-1.0,-0.44965157555980084,0.001519812880145218,0.24563181689342672,False
AC066614.1,-1.0,-0.4495226986393194,0.0015251568801364942,0.24563181689342672,False
TM6SF1,1.0,-0.4489078806394578,0.0015508816579564435,0.24844629198230964,False
XPO6,-1.0,-0.4481050525140233,0.0015850536859077725,0.2512453835299406,False
AL162293.1,1.0,-0.4479698541405868,0.0015908737478067781,0.2512453835299406,False
DOCK1,-1.0,-0.4479117371333012,0.001593381420932319,0.2512453835299406,False
AL139383.1,1.0,-0.44752510637185683,0.0016101536841831574,0.25256770055491745,False
AL136456.1,-1.0,-0.44726735253089395,0.0016214222086374207,0.252921943482785,False
CKAP2L,-1.0,-0.4466582537588835,0.0016483299088256727,0.252921943482785,False
DST,-1.0,-0.4466229679284866,0.0016499007951025206,0.252921943482785,False
SEC13,1.0,-0.4464296525477644,0.0016585306173854876,0.252921943482785,False
HDHD3,1.0,-0.44623633716704225,0.0016672005287689362,0.252921943482785,False
ZNRF3,1.0,-0.4461074602465608,0.0016730028204321537,0.252921943482785,False
WDR4,-1.0,-0.44604302178632005,0.0016759106893081302,0.252921943482785,False
NSUN7,-1.0,-0.4456434869373933,0.0016940406707479643,0.252921943482785,False
GPX3,1.0,-0.445591952564635,0.001696391824667881,0.252921943482785,False
GLS2,-1.0,-0.4452697602634313,0.001711157042200174,0.25386658443321497,True
AC079949.3,1.0,-0.4447412441583443,0.0017356248636360484,0.25432383966107286,False
AC012178.1,1.0,-0.4446898141212648,0.0017380223426639967,0.25432383966107286,False
EPB41L4A,-1.0,-0.4445609372007833,0.0017440430346291251,0.25432383966107286,False
CHRNA3,1.0,-0.4442963494438178,0.0017564617541422837,0.25432383966107286,False
TMC3-AS1,1.0,-0.4438521141381353,0.001777489103376901,0.25461930797316107,False
ATXN1,-1.0,-0.4438521141381353,0.001777489103376901,0.25461930797316107,False
AC005165.1,1.0,-0.44371832711956466,0.0017838653910527936,0.25461930797316107,False
NEO1,1.0,-0.4434010449164502,0.0017990683108483872,0.2555780203670796,False
ZNF385D,1.0,-0.44301441415500586,0.001817749538952105,0.2562590455035613,False
IFNAR2,-1.0,-0.44294997569476513,0.001820879760193981,0.2562590455035613,False
AC021736.1,1.0,-0.4423828183249391,0.0018486375421525845,0.2589554272419041,False
CYP11A1,-1.0,-0.4420478372513949,0.0018652079688145447,0.2600669833184613,False
NKAPL,-1.0,-0.4418615958575438,0.0018744776149332495,0.2601550337739386,False
FGF2,1.0,-0.44122289250850083,0.001906578502973757,0.2618543936040168,False
ESR1,1.0,-0.44108126034778394,0.0019137625649783918,0.2618543936040168,False
AC007349.2,-1.0,-0.44090028553343985,0.0019229771542720192,0.2618543936040168,False
HIST1H4D,-1.0,-0.44090028553343985,0.0019229771542720192,0.2618543936040168,False
CES4A,1.0,-0.4407590680465803,0.0019301947531325074,0.2618543936040168,False
TOMM70,1.0,-0.43992136806345095,0.0019735055114119488,0.2625670523679887,False
ARSB,1.0,-0.43947029884176575,0.001997181743666039,0.2625670523679887,False
TMEM150C,1.0,-0.439405860381525,0.0020005845358470366,0.2625670523679887,False
PWWP3B,-1.0,-0.43935412313757244,0.002003320335326984,0.2625670523679887,False
TRHDE-AS1,1.0,-0.4392769834610436,0.0020074055414415998,0.2625670523679887,False
PFDN6,1.0,-0.4390836680803214,0.0020176757026497574,0.2625670523679887,False
GDPD3,1.0,-0.43901922962008066,0.0020211094237809284,0.2625670523679887,False
INTS12,-1.0,-0.43882591423935857,0.002031441682830967,0.2625670523679887,False
PCCA-DT,-1.0,-0.43856816039839563,0.002045290834727623,0.2625670523679887,False
SGMS1-AS1,1.0,-0.4385037219381549,0.0020487661686020586,0.2625670523679887,False
AC009812.4,-1.0,-0.43843509225850597,0.0020524732993211212,0.2625670523679887,False
AC016553.1,-1.0,-0.4383138623034155,0.002059036234665033,0.2625670523679887,False
AC020611.2,-1.0,-0.43830614076078284,0.0020594548792281977,0.2625670523679887,False
TRIM65,1.0,-0.4381815296369513,0.0020662214500519085,0.2625670523679887,False
AQP9,1.0,-0.4377304604152661,0.002090880188768149,0.26357287356560455,False
AC009120.4,1.0,-0.4377166396643203,0.0020916398307327918,0.26357287356560455,False
TRAPPC9,-1.0,-0.43695719889237744,0.0021337593125888583,0.2661692800488628,False
AL118506.1,1.0,-0.43695215003469046,0.0021340418234016586,0.2661692800488628,False
ALCAM,-1.0,-0.43657056813093303,0.002155489487528982,0.2661692800488628,False
AC119396.2,-1.0,-0.4365652955415211,0.002155787177291023,0.2661692800488628,False
TRPM8,1.0,-0.43637725275021083,0.0021664278810848707,0.2661692800488628,False
RAPGEFL1,1.0,-0.43624837582972936,0.0021737474212524762,0.2661692800488628,False
STX18-IT1,-1.0,-0.4361672846048462,0.0021783641970124857,0.2661692800488628,False
IQGAP2,1.0,-0.4359906219887665,0.002188452219413702,0.2661692800488628,False
ZNF706,1.0,-0.43592618352852575,0.0021921421509608933,0.2661692800488628,False
PDE4D,-1.0,-0.4355395527670814,0.0022143976293510035,0.2661692800488628,False
NTN1,-1.0,-0.4354751143068407,0.0022181262562847534,0.2661692800488628,False
GPD1L,1.0,-0.43547214369589693,0.002218298279784327,0.2661692800488628,False
MRPL36,1.0,-0.43497218116436104,0.002247419127972032,0.2665657906620665,False
KLF7,-1.0,-0.4349596066249148,0.0022481558863155326,0.2665657906620665,False
ADH1A,1.0,-0.4349596066249148,0.0022481558863155326,0.2665657906620665,True
CYP1A2,1.0,-0.43463741432371117,0.002267106592587398,0.2677586245057046,True
SMAD1-AS2,1.0,-0.4343746041661217,0.0022826690922038437,0.2683616795282808,False
GALNT10,-1.0,-0.4342507835622668,0.0022900339223285247,0.2683616795282808,False
OAT,1.0,-0.433735275880341,0.002320922698842105,0.2707858125809422,False
NSUN2,-1.0,-0.43360639895985953,0.0023287022432003195,0.2707858125809422,False
LINC01344,1.0,-0.4334130835791373,0.002340414808332508,0.2711010491636544,False
OMD,-1.0,-0.4332125566007208,0.0023526193346651973,0.27147063793912546,False
AC107050.1,-1.0,-0.4328513311437129,0.0023747464150117438,0.2718228053382214,False
HAGH,1.0,-0.4326398220562486,0.002387787777416198,0.2718228053382214,False
LINC02591,-1.0,-0.4325753835960079,0.002391773530385784,0.2718228053382214,False
AC012640.4,1.0,-0.43234597451749973,0.0024060111080730323,0.27241291933020867,False
STX17,1.0,-0.4321887528345634,0.0024158118166313154,0.27249814412541323,False
BTN3A2,-1.0,-0.43167324515263766,0.0024481949938786915,0.27512047996509165,False
WDR17,1.0,-0.43084800048369165,0.0025008343293373048,0.2799911802849502,False
ICA1,-1.0,-0.4305777913285453,0.0025182859965013843,0.2802388278954146,False
RGSL1,1.0,-0.43052579886801423,0.0025216562858072634,0.2802388278954146,False
GEN1,-1.0,-0.42948233750445297,0.0025901440350975424,0.2851352710857474,False
FBXO25,-1.0,-0.42948233750445297,0.0025901440350975424,0.2851352710857474,False
CGNL1,-1.0,-0.42922458366349003,0.0026073126865898844,0.2851352710857474,False
ZNF526,1.0,-0.4290957067430085,0.002615934636542968,0.2851352710857474,False
TERB2,1.0,-0.429080887350566,0.0026169276756447934,0.2851352710857474,False
DIRAS2,-1.0,-0.42899750674443804,0.0026225211704602723,0.2851352710857474,False
CDIPT,1.0,-0.42858019906108274,0.0026506747198770902,0.286297055292194,False
FCGR3B,1.0,-0.42847112206577725,0.0026580774140179384,0.286297055292194,False
AMDHD2,1.0,-0.4281291298393977,0.0026814057464983336,0.286297055292194,False
DNAJC1,-1.0,-0.4281291298393977,0.0026814057464983336,0.286297055292194,False
DHX38,-1.0,-0.4280646913791569,0.0026858214670841,0.286297055292194,False
ETFBKMT,1.0,-0.4280002529189162,0.00269024360486406,0.286297055292194,False
LINC01127,-1.0,-0.42774249907795325,0.0027079964865108835,0.28717158515580377,False
XPNPEP1,-1.0,-0.4274847452369903,0.002725852678529437,0.28805089515533705,False
IMMP1L,-1.0,-0.42722699139602743,0.0027438126912295267,0.28889971140096793,False
LINC01796,1.0,-0.427094711889495,0.002753070265035621,0.28889971140096793,False
CYP1B1-AS1,1.0,-0.4267114837141016,0.0027800462298158933,0.29071754272001826,False
AL360007.1,1.0,-0.426389291412898,0.00280290594908139,0.2920938355310873,False
CD226,1.0,-0.4260026606514536,0.0028305563508622365,0.29395815730661373,False
AC009560.3,1.0,-0.4253009295888171,0.0028813566200799833,0.29820555782456654,False
AMER1,1.0,-0.42484276836712054,0.002914956359406073,0.300067415129707,False
FAT1,-1.0,-0.424713891446639,0.002924469713290368,0.300067415129707,False
SULF2,-1.0,-0.4246494529863983,0.002929236645354247,0.300067415129707,False
MAP3K5,-1.0,-0.42387619146350963,0.002986976352816796,0.30494497226367273,False
MNS1,-1.0,-0.4237318765890616,0.002997862753664759,0.3050224072706809,False
PLCB1,-1.0,-0.42355399916230596,0.0030113290396543628,0.30532563966251974,False
ABLIM3,-1.0,-0.42342512224182455,0.00302111898992034,0.30532563966251974,False
AC008549.1,1.0,-0.4230384914803801,0.003050657295822032,0.30724959595379353,False
GOLGA8B,-1.0,-0.42290961455989867,0.0030605597764099364,0.30724959595379353,False
OR2A1-AS1,-1.0,-0.4225229837984543,0.0030904373107026504,0.30819437247162823,False
CLPX,-1.0,-0.4225229837984543,0.0030904373107026504,0.30819437247162823,False
DOCK8-AS1,-1.0,-0.42228618029466414,0.003108863277142497,0.30900869741815373,False
GCH1,-1.0,-0.4218141607358063,0.003145880530350954,0.30959982507564227,False
AL049838.1,1.0,-0.42171399927316394,0.0031537852322484692,0.30959982507564227,False
CENPW,-1.0,-0.42156977869330053,0.003165197778968813,0.30959982507564227,False
AATK,1.0,-0.42155640689484336,0.0031662577634210087,0.30959982507564227,False
AC097634.1,-1.0,-0.4214763551206976,0.0031726100175410066,0.30959982507564227,False
BHMT,1.0,-0.4214275299743619,0.003176489887717019,0.30959982507564227,False
AC020651.2,-1.0,-0.42110533767315833,0.0032021976562809067,0.31060184006582275,False
INTU,-1.0,-0.4209764607526768,0.0032125319307277096,0.31060184006582275,False
LARGE1,-1.0,-0.4203320761502695,0.0032646448679503498,0.31412558941872426,False
LINC02432,-1.0,-0.4200743223093066,0.0032856974264217132,0.31514442481383037,False
DIP2C,-1.0,-0.41988100692858443,0.003301565142351346,0.31566107108633484,False
E2F8,-1.0,-0.41952575937814207,0.0033309004325458814,0.3174580010347605,False
KRTAP5-AS1,-1.0,-0.4185465998419513,0.0034129467654365987,0.32425147550364053,False
AC023590.1,-1.0,-0.41801229158160336,0.0034584630099410126,0.3266139809961015,False
FPGS,1.0,-0.4177545377406405,0.003480610527366008,0.3266139809961015,False
LAIR2,1.0,-0.4177131230748637,0.0034841806862526193,0.3266139809961015,False
RAMP1,1.0,-0.417625660820159,0.003491730964868907,0.3266139809961015,False
SLC22A25,-1.0,-0.41749678389967754,0.0035028826198406477,0.3266139809961015,False
LINC01198,1.0,-0.4172062416668134,0.003528137995657389,0.3272002453132588,False
TSPAN3,-1.0,-0.41717459159847387,0.0035308988188335194,0.3272002453132588,False
AC020558.2,1.0,-0.41666271165898056,0.003575814314143662,0.32746028190778304,False
CNTNAP2,1.0,-0.41665908391654805,0.0035761344177909753,0.32746028190778304,False
RDH5,1.0,-0.4165946454563073,0.003581824516307205,0.32746028190778304,False
LINC01473,1.0,-0.41653020699606663,0.0035875225678858873,0.32746028190778304,False
SLC13A3,1.0,-0.4164657685358259,0.0035932285818927106,0.32746028190778304,False
DUSP10,-1.0,-0.4164013300755851,0.0035989425677018356,0.32746028190778304,False
HIBADH,1.0,-0.4161435762346223,0.0036218784167428527,0.32855455505133885,False
ZBTB16,-1.0,-0.41601469931414076,0.003633394416431749,0.32860942834737233,False
LINC02177,1.0,-0.4158213839334185,0.003650728722043111,0.3290833385959627,False
SEMA6D,1.0,-0.41530587625149273,0.003697309137090888,0.3309445623862719,False
SH3BGRL2,1.0,-0.41524143779125205,0.003703168228049727,0.3309445623862719,False
ARMT1,1.0,-0.4147259301093262,0.0037503352138224585,0.3321079139739708,False
AC012640.2,-1.0,-0.4144706070451556,0.0037738909922404827,0.3321079139739708,False
AC078980.1,1.0,-0.4144037378081225,0.0037800816831773383,0.3321079139739708,False
IPMK,-1.0,-0.4143392993478818,0.003786055767361302,0.3321079139739708,False
SLC16A11,1.0,-0.4142335304117349,0.003795879563104146,0.3321079139739708,False
CPQ,1.0,-0.4140815455069189,0.003810035060314405,0.3321079139739708,False
MPPED2,1.0,-0.41377131485279445,0.003839073050934793,0.3321079139739708,False
OPTC,1.0,-0.41371267816113794,0.003844583291358287,0.3321079139739708,False
CRYBG2,-1.0,-0.4137019366753264,0.003845593448150877,0.3321079139739708,False
NBPF26,-1.0,-0.41369491474547454,0.0038462539342816026,0.3321079139739708,False
AC015660.1,-1.0,-0.41368140258448804,0.0038475251747928526,0.3321079139739708,False
AC022424.2,-1.0,-0.4136593897797875,0.0038495969558024986,0.3321079139739708,False
UGT2B10,1.0,-0.4135015993647524,0.0038644764104415735,0.3321079139739708,False
YPEL1,1.0,-0.4134371609045116,0.003870567380710687,0.3321079139739708,False
TOR1AIP2,-1.0,-0.41324384552378945,0.0038888908630709197,0.33273217648609915,False
AC108058.1,-1.0,-0.4129913860775547,0.003912934911920072,0.33384096527562834,False
AC073111.4,1.0,-0.4122128301599378,0.003987907208566864,0.3391221521913667,False
AC026347.1,1.0,-0.41175193219795575,0.004032881236495319,0.3391221521913667,False
